,totalid
"303437,7397649",1.0
"303440,7364617",1.0
"303453,7388487",6.0
"303460,7406003",2.0
"303465,7377026",4.0
"303467,7397519",8.0
"303493,7388360",1.0
"303494,7397841",1.0
"303500,7397570",2.0
"303502,7395855",8.0
"303502,7397723",1.0
"303506,7390832",4.0
"303508,7394673",3.0
"303510,7395793",1.0
"303514,7397815",1.0
"303519,7396199",8.0
"303520,7397800",2.0
"303522,7388179",1.0
"303529,7388005",7.0
"303538,7387991",1.0
"303538,7417834",8.0
"303545,7388217",1.0
"303558,7387981",4.0
"303559,7366062",2.0
"303564,7388948",7.0
"303567,7394696",4.0
"303571,7397660",5.0
"303574,7386257",4.0
"303577,7397498",11.0
"303583,7397841",1.0
"303584,7393132",1.0
"303589,7393453",7.0
"303590,7388069",1.0
"303596,7393326",2.0
"303600,7386421",5.0
"303603,7412332",2.0
"303606,7388107",2.0
"303609,7405626",5.0
"303615,7392412",6.0
"303622,7395593",2.0
"303623,7388253",1.0
"303632,7405865",8.0
"303637,7393014",8.0
"303639,7388142",1.0
"303639,7418113",4.0
"303644,7397438",6.0
"303647,7387922",7.0
"303647,7388127",2.0
"303648,7388960",1.0
"303648,7388962",2.0
"303655,7397451",7.0
"303661,7393006",3.0
"303665,7378783",1.0
"303669,7378724",1.0
"303675,7387915",3.0
"303676,7397499",4.0
"303681,7396203",2.0
"303688,7395282",5.0
"303689,7392817",15.0
"303691,7397787",2.0
"303697,7387900",2.0
"303697,7388087",2.0
"303697,7397485",1.0
"303701,7419834",18.0
"303707,7387894",2.0
"303710,7397421",8.0
"303712,7378799",2.0
"303713,7397393",14.0
"303719,7397777",6.0
"303727,7388431",1.0
"303732,7406892",2.0
"303732,7406893",2.0
"303735,7394828",9.0
"303736,7397344",1.0
"303739,7391748",1.0
"303743,7397576",2.0
"303757,7387957",5.0
"303760,7397817",11.0
"303762,7396858",2.0
"303764,7397345",2.0
"303767,7397353",4.0
"303768,7396681",2.0
"303769,7395700",3.0
"303770,7387802",2.0
"303770,7388028",2.0
"303770,7396685",2.0
"303770,7397900",2.0
"303776,7420125",2.0
"303779,7387776",1.0
"303781,7397493",8.0
"303783,7397413",2.0
"303783,7420324",6.0
"303790,7397434",17.0
"303793,7397575",2.0
"303796,7406273",2.0
"303798,7388405",1.0
"303798,7392454",8.0
"303800,7387785",1.0
"303802,7397355",1.0
"303803,7397354",8.0
"303810,7418648",4.0
"303811,7418647",5.0
"303824,7394584",2.0
"303824,7396079",5.0
"303832,7393591",2.0
"303835,7392973",6.0
"303838,7395785",2.0
"303841,7397404",2.0
"303851,7378922",1.0
"303855,7397366",2.0
"303858,7395899",5.0
"303859,7397123",2.0
"303882,7387794",1.0
"303886,7393313",2.0
"303887,7387935",4.0
"303888,7387751",2.0
"303893,7387768",2.0
"303896,7396293",1.0
"303900,7388195",1.0
"303902,7401229",6.0
"303906,7388353",2.0
"303908,7388156",1.0
"303911,7397871",2.0
"303915,7388187",2.0
"303915,7388350",28.0
"303917,7395065",4.0
"303923,7388355",1.0
"303929,7388373",1.0
"303931,7388062",4.0
"303933,7388372",1.0
"303945,7392582",3.0
"303955,7387249",5.0
"303965,7388190",2.0
"303967,7394933",5.0
"303971,7395366",2.0
"303973,7394600",6.0
"303974,7396168",4.0
"303990,7396938",2.0
"303995,7387722",4.0
"304004,7376109",3.0
"304009,7405742",9.0
"304010,7387318",2.0
"304015,7376107",21.0
"304015,7387997",7.0
"304028,7388002",2.0
"304032,7417101",2.0
"304048,7394752",8.0
"304054,7387776",1.0
"304058,7395725",2.0
"304059,7394315",2.0
"304066,7388282",12.0
"304074,7387551",1.0
"304077,7378534",7.0
"304081,7390719",7.0
"304081,7405955",1.0
"304083,7398301",2.0
"304088,7396455",1.0
"304091,7378597",10.0
"304092,7388314",14.0
"304093,7378628",4.0
"304093,7378796",1.0
"304093,7387733",3.0
"304094,7388100",2.0
"304095,7378508",6.0
"304096,7390548",1.0
"304107,7361227",7.0
"304108,7376768",24.0
"304109,7378954",2.0
"304109,7395282",2.0
"304112,7378620",5.0
"304116,7395860",6.0
"304122,7378969",5.0
"304134,7395796",4.0
"304134,7405907",2.0
"304140,7387762",2.0
"304148,7378418",5.0
"304156,7376933",2.0
"304161,7391657",2.0
"304169,7393977",2.0
"304175,7377919",1.0
"304175,7388091",5.0
"304177,7377908",3.0
"304185,7395555",5.0
"304189,7396409",9.0
"304193,7396412",1.0
"304194,7379147",3.0
"304194,7388367",2.0
"304201,7402222",4.0
"304208,7387999",2.0
"304209,7388274",3.0
"304219,7405914",2.0
"304221,7389015",4.0
"304228,7390915",8.0
"304232,7389321",1.0
"304247,7398022",2.0
"304254,7389326",1.0
"304255,7388411",3.0
"304256,7390494",5.0
"304257,7388364",1.0
"304260,7388341",4.0
"304264,7388379",1.0
"304271,7398497",3.0
"304272,7388337",1.0
"304272,7396131",4.0
"304275,7390978",4.0
"304275,7396471",2.0
"304288,7390184",3.0
"304302,7388159",5.0
"304304,7404240",2.0
"304308,7405217",2.0
"304314,7406510",2.0
"304322,7395703",8.0
"304334,7390406",1.0
"304335,7388484",1.0
"304336,7388045",2.0
"304337,7388892",2.0
"304338,7388984",2.0
"304339,7395384",4.0
"304345,7388949",3.0
"304350,7395419",2.0
"304351,7395590",2.0
"304353,7390658",6.0
"304357,7397854",2.0
"304357,7397868",2.0
"304361,7388699",2.0
"304362,7391065",3.0
"304362,7396363",4.0
"304368,7388507",1.0
"304373,7388310",1.0
"304375,7388387",1.0
"304378,7395725",2.0
"304385,7389095",2.0
"304388,7395488",3.0
"304390,7395097",8.0
"304394,7392983",2.0
"304394,7396600",2.0
"304412,7398499",2.0
"304418,7390420",4.0
"304431,7418445",3.0
"304435,7395193",4.0
"304436,7390303",1.0
"304437,7395772",5.0
"304438,7397822",1.0
"304450,7387924",2.0
"304455,7387993",5.0
"304455,7388067",10.0
"304456,7396427",2.0
"304457,7396433",3.0
"304470,7387285",2.0
"304471,7405504",2.0
"304474,7388254",8.0
"304474,7405868",6.0
"304480,7388159",6.0
"304481,7394445",4.0
"304483,7387803",2.0
"304483,7394731",11.0
"304508,7394141",1.0
"304512,7418400",16.0
"304522,7390974",4.0
"304528,7397893",2.0
"304535,7394765",2.0
"304548,7388011",2.0
"304558,7395964",6.0
"304559,7394409",5.0
"304566,7397858",2.0
"304569,7378835",3.0
"304572,7395519",2.0
"304573,7404326",2.0
"304580,7387229",1.0
"304580,7417609",5.0
"304582,7388017",3.0
"304586,7387237",9.0
"304588,7388044",2.0
"304589,7406145",1.0
"304591,7393142",6.0
"304600,7417616",7.0
"304613,7405846",1.0
"304614,7388064",2.0
"304618,7389051",1.0
"304619,7405852",1.0
"304632,7405846",1.0
"304647,7378984",2.0
"304647,7394029",4.0
"304651,7393814",9.0
"304655,7388098",1.0
"304658,7393368",2.0
"304661,7359027",12.0
"304680,7394806",1.0
"304687,7388027",6.0
"304687,7393339",3.0
"304691,7394802",10.0
"304692,7389246",8.0
"304695,7417510",2.0
"304706,7388465",2.0
"304708,7388791",5.0
"304727,7394944",2.0
"304728,7420972",1.0
"304734,7394186",6.0
"304738,7388060",5.0
"304743,7379131",4.0
"304743,7395262",9.0
"304744,7417482",9.0
"304749,7377964",18.0
"304749,7393782",2.0
"304750,7387024",1.0
"304751,7398589",1.0
"304756,7388184",4.0
"304761,7390823",1.0
"304764,7395433",2.0
"304767,7366512",2.0
"304771,7393739",6.0
"304774,7393179",1.0
"304783,7389408",5.0
"304783,7406498",2.0
"304785,7388284",1.0
"304791,7395024",6.0
"304803,7393590",6.0
"304806,7390900",2.0
"304809,7386968",2.0
"304812,7396077",2.0
"304821,7388215",1.0
"304825,7388191",1.0
"304825,7388193",1.0
"304825,7394706",2.0
"304832,7396171",4.0
"304840,7398603",2.0
"304846,7398531",2.0
"304855,7395143",1.0
"304860,7388537",3.0
"304860,7417534",7.0
"304864,7396865",12.0
"304870,7388256",2.0
"304880,7394739",1.0
"304884,7394244",5.0
"304889,7387196",7.0
"304892,7396638",4.0
"304893,7392166",1.0
"304894,7366799",2.0
"304901,7396208",1.0
"304904,7394024",7.0
"304907,7396889",2.0
"304917,7398584",2.0
"304922,7394659",2.0
"304929,7396163",1.0
"304932,7395165",2.0
"304933,7391283",2.0
"304935,7396655",4.0
"304960,7398657",4.0
"304969,7396834",6.0
"304974,7385645",2.0
"304977,7395883",4.0
"304980,7396754",3.0
"304980,7397053",5.0
"304994,7393656",3.0
"305000,7397038",2.0
"305001,7367986",1.0
"305002,7396126",7.0
"305007,7393584",3.0
"305008,7388296",1.0
"305010,7396699",2.0
"305021,7395597",3.0
"305037,7395129",7.0
"305040,7393813",9.0
"305043,7388283",2.0
"305044,7393533",10.0
"305049,7396755",29.0
"305050,7394410",1.0
"305065,7394453",4.0
"305070,7388168",1.0
"305070,7407166",2.0
"305071,7388222",5.0
"305071,7396078",2.0
"305077,7388274",3.0
"305082,7394074",7.0
"305093,7387858",7.0
"305096,7388598",2.0
"305109,7388574",2.0
"305114,7396828",4.0
"305117,7398717",2.0
"305126,7396870",6.0
"305130,7394790",1.0
"305132,7395436",2.0
"305134,7388280",1.0
"305140,7396454",4.0
"305158,7388472",7.0
"305160,7396929",11.0
"305160,7397194",2.0
"305162,7395306",5.0
"305167,7395339",2.0
"305170,7396881",5.0
"305175,7389213",1.0
"305175,7394315",4.0
"305178,7393884",2.0
"305180,7389214",7.0
"305180,7396917",2.0
"305187,7393765",4.0
"305187,7396911",48.0
"305196,7388483",2.0
"305198,7393747",4.0
"305207,7394760",4.0
"305211,7388510",1.0
"305211,7394120",1.0
"305223,7398420",6.0
"305227,7388728",1.0
"305229,7398075",2.0
"305230,7396924",3.0
"305236,7398079",1.0
"305240,7393922",6.0
"305243,7395491",1.0
"305258,7389305",6.0
"305261,7398080",2.0
"305267,7380621",5.0
"305267,7381952",5.0
"305275,7395205",6.0
"305277,7373534",2.0
"305285,7395740",2.0
"305295,7388455",2.0
"305296,7393330",7.0
"305296,7393400",1.0
"305303,7387906",1.0
"305307,7394378",1.0
"305323,7373596",2.0
"305324,7394559",8.0
"305324,7395946",3.0
"305326,7398378",2.0
"305332,7398400",2.0
"305340,7388489",2.0
"305348,7393902",5.0
"305358,7389225",6.0
"305360,7396547",4.0
"305364,7393243",10.0
"305376,7395079",8.0
"305410,7393989",3.0
"305412,7393181",4.0
"305420,7388885",2.0
"305432,7396906",2.0
"305433,7396461",8.0
"305434,7393539",18.0
"305436,7399825",18.0
"305448,7371349",8.0
"305449,7406210",6.0
"305454,7393178",6.0
"305457,7394332",2.0
"305459,7370239",1.0
"305459,7389156",6.0
"305460,7391490",3.0
"305461,7395891",3.0
"305468,7389333",7.0
"305474,7394290",1.0
"305474,7396844",2.0
"305479,7393339",2.0
"305485,7396009",1.0
"305485,7396532",1.0
"305487,7388944",2.0
"305492,7396185",5.0
"305494,7393626",5.0
"305495,7396849",9.0
"305498,7398446",2.0
"305500,7393163",8.0
"305500,7396392",1.0
"305507,7388945",2.0
"305541,7400200",2.0
"305542,7370345",2.0
"305548,7380955",1.0
"305550,7398464",1.0
"305575,7399803",23.0
"305576,7410399",2.0
"305577,7389109",2.0
"305577,7403346",4.0
"305580,7393146",9.0
"305584,7362700",2.0
"305585,7388576",6.0
"305585,7398350",1.0
"305597,7388948",7.0
"305606,7393922",5.0
"305606,7409948",1.0
"305610,7393950",1.0
"305615,7394175",2.0
"305625,7395939",1.0
"305627,7396298",1.0
"305641,7389168",4.0
"305648,7389640",6.0
"305649,7358727",2.0
"305649,7396507",1.0
"305660,7396528",1.0
"305662,7396507",2.0
"305665,7397878",9.0
"305666,7395759",7.0
"305666,7395906",2.0
"305668,7393113",2.0
"305687,7395251",2.0
"305690,7395987",1.0
"305692,7396040",1.0
"305702,7396211",1.0
"305702,7406150",2.0
"305704,7396047",3.0
"305706,7396675",1.0
"305707,7396633",2.0
"305710,7396760",1.0
"305713,7388692",2.0
"305720,7376600",8.0
"305725,7396319",2.0
"305726,7396743",38.0
"305730,7388373",6.0
"305730,7396588",5.0
"305731,7396772",2.0
"305734,7395792",2.0
"305735,7396522",4.0
"305737,7389005",1.0
"305740,7393664",8.0
"305750,7386743",4.0
"305751,7376605",2.0
"305755,7397981",7.0
"305758,7398269",6.0
"305759,7396155",2.0
"305766,7393183",13.0
"305775,7396727",2.0
"305777,7389225",2.0
"305778,7410264",2.0
"305780,7396646",1.0
"305781,7397720",3.0
"305782,7398200",9.0
"305789,7396911",1.0
"305792,7398219",3.0
"305795,7388305",4.0
"305795,7398239",11.0
"305796,7396962",6.0
"305798,7396498",1.0
"305800,7396045",2.0
"305802,7398144",1.0
"305807,7397734",6.0
"305811,7396611",1.0
"305813,7370916",6.0
"305815,7398235",6.0
"305816,7393588",6.0
"305818,7398277",6.0
"305823,7395700",6.0
"305832,7388052",8.0
"305832,7410179",2.0
"305833,7393557",9.0
"305834,7396604",1.0
"305837,7409920",7.0
"305846,7399705",6.0
"305862,7393303",7.0
"305863,7389222",2.0
"305866,7405468",2.0
"305867,7396776",1.0
"305872,7401871",2.0
"305873,7396575",1.0
"305879,7362801",13.0
"305880,7399590",7.0
"305880,7399765",2.0
"305883,7397972",1.0
"305913,7397141",27.0
"305914,7396748",6.0
"305922,7372330",5.0
"305932,7372337",10.0
"305935,7382314",10.0
"305935,7395763",3.0
"305936,7395402",2.0
"305936,7399652",2.0
"305938,7396535",9.0
"305948,7395873",1.0
"305948,7395963",2.0
"305952,7396844",2.0
"305954,7396050",2.0
"305956,7396026",2.0
"305956,7396983",5.0
"305959,7363246",11.0
"305961,7398270",1.0
"305966,7398227",2.0
"305967,7398340",4.0
"305971,7388747",9.0
"305972,7409606",1.0
"305974,7396535",2.0
"305982,7398734",7.0
"305989,7383821",8.0
"305989,7397237",3.0
"305989,7398894",4.0
"305994,7397956",4.0
"305997,7373731",3.0
"306002,7396343",2.0
"306005,7403338",1.0
"306010,7402392",3.0
"306017,7403288",1.0
"306019,7388338",9.0
"306020,7379030",1.0
"306020,7396437",2.0
"306021,7398697",3.0
"306022,7398974",2.0
"306029,7410466",1.0
"306031,7397973",2.0
"306032,7394708",2.0
"306035,7371037",2.0
"306037,7402706",3.0
"306040,7402260",2.0
"306041,7389008",2.0
"306042,7389011",2.0
"306043,7402399",2.0
"306046,7396801",2.0
"306049,7388773",2.0
"306051,7402653",6.0
"306054,7394184",2.0
"306055,7398674",2.0
"306058,7398962",3.0
"306070,7394020",1.0
"306071,7398473",2.0
"306072,7398477",2.0
"306076,7393652",6.0
"306083,7398967",2.0
"306085,7393669",7.0
"306086,7398396",1.0
"306086,7398972",7.0
"306086,7410207",7.0
"306087,7398882",4.0
"306107,7398890",5.0
"306107,7402939",6.0
"306112,7383747",6.0
"306119,7351471",2.0
"306119,7412771",24.0
"306120,7395038",2.0
"306123,7409833",6.0
"306125,7397015",2.0
"306131,7372369",2.0
"306132,7372370",11.0
"306133,7410325",2.0
"306135,7399129",3.0
"306137,7409843",3.0
"306138,7398856",2.0
"306139,7398251",1.0
"306145,7387045",2.0
"306146,7402566",3.0
"306151,7396397",4.0
"306157,7388774",2.0
"306157,7398333",1.0
"306162,7396925",2.0
"306176,7383092",2.0
"306182,7372412",1.0
"306183,7398200",2.0
"306185,7363232",5.0
"306188,7398485",4.0
"306191,7383963",10.0
"306195,7373188",13.0
"306195,7389407",2.0
"306197,7400269",2.0
"306199,7397536",5.0
"306200,7396224",2.0
"306204,7397340",4.0
"306208,7410412",2.0
"306218,7372233",1.0
"306218,7398609",8.0
"306222,7351160",2.0
"306230,7398666",7.0
"306231,7402107",2.0
"306232,7361639",5.0
"306237,7372272",2.0
"306237,7385555",5.0
"306238,7372272",1.0
"306244,7396666",4.0
"306245,7362562",11.0
"306252,7397383",2.0
"306253,7410736",3.0
"306255,7396697",1.0
"306255,7396700",2.0
"306257,7362547",2.0
"306258,7403036",2.0
"306259,7399692",1.0
"306260,7372162",6.0
"306260,7410373",3.0
"306261,7400625",3.0
"306267,7397800",11.0
"306268,7401075",2.0
"306269,7398161",6.0
"306270,7397973",9.0
"306270,7398696",2.0
"306279,7398929",4.0
"306281,7362612",2.0
"306281,7401234",2.0
"306288,7372445",6.0
"306288,7396388",5.0
"306294,7398540",8.0
"306296,7402445",8.0
"306297,7398143",4.0
"306303,7398926",9.0
"306305,7398651",3.0
"306305,7401160",4.0
"306309,7375221",4.0
"306314,7398539",5.0
"306314,7402496",3.0
"306315,7402367",26.0
"306320,7401895",2.0
"306320,7401904",2.0
"306323,7398006",2.0
"306326,7401018",6.0
"306327,7372739",2.0
"306328,7395138",2.0
"306332,7396464",2.0
"306335,7395665",8.0
"306335,7400795",2.0
"306338,7372684",6.0
"306340,7372693",6.0
"306347,7358922",10.0
"306347,7402505",8.0
"306352,7388931",2.0
"306354,7363073",1.0
"306358,7394679",6.0
"306366,7394769",2.0
"306368,7400945",6.0
"306369,7398961",9.0
"306372,7395795",3.0
"306376,7398123",4.0
"306378,7387808",1.0
"306385,7377265",1.0
"306386,7397873",4.0
"306391,7401024",2.0
"306394,7410194",2.0
"306400,7396983",42.0
"306403,7398807",4.0
"306404,7388703",2.0
"306408,7400833",8.0
"306411,7384136",2.0
"306412,7393558",6.0
"306420,7401782",2.0
"306427,7400950",2.0
"306433,7410174",1.0
"306435,7387907",2.0
"306439,7387085",1.0
"306441,7396249",1.0
"306444,7396131",2.0
"306454,7410497",2.0
"306457,7398741",2.0
"306459,7408432",1.0
"306461,7398731",2.0
"306464,7384361",4.0
"306468,7398922",2.0
"306470,7380385",2.0
"306471,7398635",6.0
"306473,7404946",1.0
"306484,7398154",2.0
"306489,7399003",8.0
"306490,7373203",1.0
"306490,7381700",3.0
"306492,7405669",1.0
"306496,7398583",12.0
"306501,7398094",10.0
"306505,7398095",5.0
"306511,7381707",22.0
"306511,7393882",5.0
"306513,7402549",5.0
"306515,7376813",1.0
"306515,7398448",2.0
"306515,7401265",4.0
"306515,7402952",3.0
"306516,7398906",4.0
"306517,7380120",36.0
"306527,7387010",11.0
"306528,7401401",2.0
"306529,7370267",2.0
"306534,7400269",2.0
"306535,7393514",9.0
"306549,7384229",13.0
"306556,7402020",2.0
"306559,7379049",8.0
"306560,7401921",2.0
"306562,7387877",4.0
"306567,7395044",2.0
"306568,7393768",7.0
"306569,7351266",4.0
"306569,7400082",1.0
"306569,7401969",9.0
"306570,7351310",2.0
"306570,7394153",4.0
"306572,7402424",4.0
"306572,7402554",10.0
"306574,7398848",1.0
"306588,7402468",4.0
"306593,7358715",4.0
"306594,7398487",2.0
"306600,7396239",2.0
"306600,7401396",8.0
"306603,7403027",2.0
"306604,7375476",2.0
"306604,7403023",2.0
"306606,7398412",12.0
"306608,7384246",3.0
"306608,7398938",6.0
"306613,7398873",2.0
"306614,7398773",10.0
"306615,7388890",2.0
"306620,7393928",8.0
"306622,7396642",1.0
"306625,7388584",1.0
"306627,7389514",2.0
"306630,7402516",5.0
"306633,7402521",6.0
"306638,7396800",1.0
"306645,7401696",4.0
"306646,7409367",2.0
"306646,7409406",1.0
"306647,7402509",8.0
"306647,7402512",4.0
"306648,7402484",11.0
"306649,7394968",4.0
"306650,7401221",1.0
"306655,7375311",2.0
"306660,7398621",2.0
"306664,7402571",2.0
"306669,7402557",4.0
"306670,7397019",1.0
"306673,7396552",2.0
"306675,7384764",6.0
"306676,7390080",3.0
"306676,7402558",1.0
"306682,7373433",2.0
"306688,7398522",1.0
"306689,7398911",2.0
"306693,7398767",1.0
"306693,7402416",2.0
"306705,7402435",8.0
"306705,7402531",9.0
"306707,7397263",11.0
"306707,7400054",2.0
"306707,7402510",5.0
"306712,7396724",1.0
"306713,7397184",8.0
"306714,7380341",1.0
"306714,7388470",1.0
"306716,7398565",3.0
"306716,7400087",4.0
"306728,7380320",8.0
"306733,7398209",2.0
"306735,7373061",6.0
"306737,7401011",6.0
"306742,7388682",2.0
"306743,7402272",2.0
"306745,7388618",6.0
"306745,7402492",5.0
"306748,7398803",6.0
"306751,7381684",2.0
"306752,7388328",3.0
"306752,7402574",1.0
"306755,7389156",2.0
"306756,7389156",2.0
"306757,7399832",2.0
"306762,7400259",4.0
"306763,7375196",2.0
"306763,7402523",9.0
"306769,7402437",8.0
"306780,7401178",1.0
"306781,7402567",4.0
"306784,7400067",2.0
"306793,7395442",1.0
"306800,7398966",7.0
"306804,7376728",10.0
"306804,7378030",5.0
"306806,7398545",7.0
"306807,7400324",2.0
"306809,7395561",2.0
"306809,7395913",3.0
"306811,7394020",1.0
"306816,7400882",1.0
"306818,7401425",4.0
"306820,7388524",1.0
"306820,7396678",2.0
"306823,7380547",3.0
"306823,7388462",8.0
"306825,7399970",2.0
"306827,7396681",15.0
"306836,7389230",2.0
"306840,7395972",2.0
"306843,7399647",2.0
"306844,7396884",1.0
"306845,7380661",2.0
"306847,7399936",2.0
"306849,7401847",9.0
"306853,7401148",2.0
